         513935 function calls (501521 primitive calls) in 1.434 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 printing.py:543(_EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 pytables.py:103(Constant)
        1    0.000    0.000    0.000    0.000 schedule.py:122(ScheduleClientAsync)
        1    0.000    0.000    0.000    0.000 indexing.py:2507(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 stata.py:3749(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 pytables.py:3361(SeriesFixed)
        1    0.000    0.000    0.000    0.000 user.py:106(UserClientAsync)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 koi8_u.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:174(HTTPMethod)
        1    0.000    0.000    0.002    0.002 dataset.py:1(<module>)
       37    0.000    0.000    0.000    0.000 getlimits.py:436(max)
        1    0.000    0.000    0.000    0.000 __init__.py:1198(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
       48    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 info.py:279(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:51(NegativeInfinityType)
       14    0.000    0.000    0.000    0.000 functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 _collections.py:156(HTTPHeaderDictItemView)
        1    0.000    0.000    0.000    0.000 log.py:429(StatusMessageWatcherAsync)
        1    0.000    0.000    0.002    0.002 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
       70    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       12    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        6    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
      123    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.002    0.001 _adapters.py:1(<module>)
       12    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
       28    0.000    0.000    0.000    0.000 calendar.py:121(__getitem__)
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 request_queue_collection.py:11(RequestQueueCollectionClient)
        1    0.000    0.000    0.000    0.000 request.py:2410(ftpwrapper)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:977(BaseChildWatcher)
       83    0.000    0.000    0.001    0.000 _adapters.py:64(redent)
        1    0.000    0.000    0.000    0.000 exceptions.py:283(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 resample.py:2293(TimedeltaIndexResampler)
        6    0.000    0.000    0.000    0.000 nanops.py:105(__call__)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 more.py:3526(time_limited)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
       15    0.000    0.000    0.000    0.000 dtypes.py:1378(construct_from_string)
       48    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:89(<genexpr>)
        1    0.000    0.000    0.002    0.002 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:66(FloatingArray)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 _http_client.py:222(HTTPClientAsync)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 pytables.py:3411(BlockManagerFixed)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       44    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
       27    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       28    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
      217    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        3    0.000    0.000    0.004    0.001 __init__.py:383(from_name)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.026    0.026 feedparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:795(_SharedFile)
        6    0.000    0.000    0.005    0.001 feedparser.py:171(feed)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
      171    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
       16    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.006    0.006 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:365(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 expr.py:327(add_ops)
        6    0.000    0.000    0.010    0.002 dataclasses.py:1257(wrap)
       12    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
       22    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       35    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
      101    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        2    0.000    0.000    0.001    0.000 _strptime.py:49(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:57(InvalidResponseBodyError)
        3    0.000    0.000    0.000    0.000 main.py:91(parse)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
       81    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.005    0.005 engines.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fields.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
       15    0.000    0.000    0.003    0.000 parser.py:14(make_regex)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 __init__.py:1465(_clear_cache)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 sysconfig.py:290(_expand_vars)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
       11    0.000    0.000    0.003    0.000 __init__.py:701(lookup)
        4    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
       39    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 tarfile.py:743(AbsoluteLinkError)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       16    0.000    0.000    0.000    0.000 warnings.py:482(__enter__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        4    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
        1    0.000    0.000    0.000    0.000 cp856.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        3    0.000    0.000    0.001    0.000 pathlib.py:1024(read_text)
       15    0.000    0.000    0.000    0.000 dtypes.py:2356(construct_from_string)
        1    0.000    0.000    0.000    0.000 __init__.py:2021(basicConfig)
        1    0.000    0.000    0.000    0.000 tarfile.py:748(LinkOutsideDestinationError)
        1    0.000    0.000    0.005    0.005 _base.py:1485(ExcelFile)
       27    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.009    0.009 ansitowin32.py:1(<module>)
        3    0.000    0.000    0.000    0.000 message.py:243(get_payload)
       10    0.000    0.000    0.001    0.000 extras.py:265(decorator)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 relativedelta.py:1(<module>)
       35    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.041    0.041 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(StringConverter)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       15    0.000    0.000    0.001    0.000 __init__.py:199(split)
      183    0.000    0.000    0.000    0.000 typing.py:2154(cast)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
       23    0.000    0.000    0.001    0.000 nanops.py:72(<genexpr>)
        1    0.000    0.000    0.001    0.001 timeouts.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _utils_impl.py:1(<module>)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.002    0.002 dtypes.py:987(PeriodDtype)
        2    0.000    0.000    0.001    0.000 errors.py:1(<module>)
       22    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       31    0.000    0.000    0.003    0.000 typing.py:1562(copy_with)
        2    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
       23    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.001    0.001 key_value_store.py:1(<module>)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
       72    0.000    0.000    0.000    0.000 _internal.py:866(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:145(make)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:128(<lambda>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        7    0.000    0.000    0.000    0.000 inspect.py:2133(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.024    0.024 _policybase.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        9    0.000    0.000    0.000    0.000 main.py:314(_walk_to_root)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.014    0.014 actor_job_base_client.py:1(<module>)
        4    0.000    0.000    0.000    0.000 locale.py:582(getlocale)
       35    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:87(__init__)
       18    0.000    0.000    0.000    0.000 base.py:538(register)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen posixpath>:413(abspath)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1037(__init__)
        1    0.000    0.000    0.000    0.000 iceberg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       27    0.000    0.000    0.000    0.000 inspect.py:2240(parse_name)
        1    0.000    0.000    0.002    0.002 dataframe_protocol.py:1(<module>)
       45    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
       10    0.000    0.000    0.002    0.000 dataclasses.py:661(_cmp_fn)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.832    0.832 optimized_data_processor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        1    0.000    0.000    0.001    0.001 dtypes.py:1226(IntervalDtype)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 col.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
      167    0.000    0.000    0.000    0.000 inspect.py:2769(default)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:638(_frozen_get_del_attr)
       12    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 _calamine.py:1(<module>)
       12    0.000    0.000    0.000    0.000 datetimelike.py:170(_make_unpacked_invalid_op)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
        1    0.000    0.000    0.000    0.000 secrets.py:1(<module>)
